NO,DN,BEGIN_TIME,END_TIME,R001_001,R001_002,R001_003,R001_004,R001_005,R001_006,R001_007,R001_008,R001_009,R001_010,R001_011,R001_012,R001_014,R001_016,R001_018,R001_020,R001_022,R001_013,R001_015,R001_017,R001_019,R001_021,RATE
527763,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 20:15:00,2018/7/6 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,87.0,110.0,0.0,0.0,93.0,88.0,110.0,99.66
534352,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 20:30:00,2018/7/6 20:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,95.0,152.0,0.0,0.0,118.0,95.0,152.0,100.0
540935,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 20:45:00,2018/7/6 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,75.0,114.0,0.0,0.0,108.0,75.0,114.0,100.0
547524,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 21:00:00,2018/7/6 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,95.0,144.0,0.0,0.0,88.0,96.0,144.0,99.7
554113,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 21:15:00,2018/7/6 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,54.0,105.0,0.0,0.0,109.0,55.0,106.0,99.26
560688,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 21:30:00,2018/7/6 21:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,42.0,104.0,0.0,0.0,95.0,42.0,104.0,100.0
567252,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 21:45:00,2018/7/6 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,66.0,84.0,0.0,0.0,76.0,66.0,84.0,100.0
573814,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 22:00:00,2018/7/6 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,45.0,95.0,0.0,0.0,53.0,46.0,95.0,99.48
580395,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 22:15:00,2018/7/6 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,55.0,87.0,0.0,0.0,103.0,55.0,87.0,100.0
586976,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 22:30:00,2018/7/6 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,59.0,103.0,0.0,0.0,87.0,62.0,103.0,98.81
593569,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 22:45:00,2018/7/6 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,64.0,98.0,0.0,0.0,80.0,65.0,98.0,99.59
600159,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 23:00:00,2018/7/6 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,29.0,111.0,0.0,0.0,94.0,29.0,111.0,100.0
606751,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 23:15:00,2018/7/6 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,18.0,92.0,0.0,0.0,73.0,18.0,92.0,100.0
613340,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 23:30:00,2018/7/6 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,28.0,71.0,0.0,0.0,62.0,29.0,71.0,99.38
619929,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 23:45:00,2018/7/7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,29.0,65.0,0.0,0.0,69.0,30.0,65.0,99.39
0,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7,2018/7/7 0:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,19.0,63.0,0.0,0.0,81.0,19.0,63.0,100.0
6583,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 0:15:00,2018/7/7 0:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,20.0,61.0,0.0,0.0,56.0,21.0,61.0,99.28
13166,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 0:30:00,2018/7/7 0:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,27.0,76.0,0.0,0.0,59.0,27.0,76.0,100.0
19752,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 0:45:00,2018/7/7 1:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,12.0,77.0,0.0,0.0,53.0,12.0,77.0,100.0
26341,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 1:00:00,2018/7/7 1:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,23.0,59.0,0.0,0.0,55.0,23.0,59.0,100.0
32927,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 1:15:00,2018/7/7 1:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,18.0,63.0,0.0,0.0,54.0,18.0,63.0,100.0
39516,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 1:30:00,2018/7/7 1:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,15.0,76.0,0.0,0.0,47.0,15.0,76.0,100.0
46107,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 1:45:00,2018/7/7 2:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,14.0,77.0,0.0,0.0,59.0,14.0,77.0,100.0
52715,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 2:00:00,2018/7/7 2:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,23.0,81.0,0.0,0.0,55.0,23.0,81.0,100.0
59320,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 2:15:00,2018/7/7 2:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,26.0,80.0,0.0,0.0,47.0,26.0,80.0,100.0
65925,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 2:30:00,2018/7/7 2:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,15.0,84.0,0.0,0.0,71.0,15.0,84.0,100.0
72530,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 2:45:00,2018/7/7 3:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,16.0,82.0,0.0,0.0,71.0,16.0,82.0,100.0
79132,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 3:00:00,2018/7/7 3:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,14.0,68.0,0.0,0.0,44.0,14.0,68.0,100.0
85734,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 3:15:00,2018/7/7 3:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,17.0,89.0,0.0,0.0,49.0,17.0,89.0,100.0
92339,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 3:30:00,2018/7/7 3:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,14.0,64.0,0.0,0.0,47.0,14.0,64.0,100.0
98941,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 3:45:00,2018/7/7 4:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,65.0,0.0,0.0,50.0,17.0,65.0,100.0
105552,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 4:00:00,2018/7/7 4:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,26.0,79.0,0.0,0.0,43.0,26.0,79.0,100.0
112157,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 4:15:00,2018/7/7 4:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,29.0,78.0,0.0,0.0,44.0,29.0,78.0,100.0
118762,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 4:30:00,2018/7/7 4:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,23.0,76.0,0.0,0.0,54.0,23.0,76.0,100.0
125349,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 4:45:00,2018/7/7 5:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,26.0,74.0,0.0,0.0,43.0,26.0,74.0,100.0
131935,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 5:00:00,2018/7/7 5:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,30.0,68.0,0.0,0.0,48.0,30.0,68.0,100.0
138524,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 5:15:00,2018/7/7 5:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,24.0,63.0,0.0,0.0,48.0,24.0,63.0,100.0
145113,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 5:30:00,2018/7/7 5:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,29.0,70.0,0.0,0.0,51.0,29.0,70.0,100.0
151705,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 5:45:00,2018/7/7 6:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,32.0,86.0,0.0,0.0,51.0,32.0,86.0,100.0
158291,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 6:00:00,2018/7/7 6:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,41.0,86.0,0.0,0.0,54.0,41.0,86.0,100.0
164892,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 6:15:00,2018/7/7 6:30:00,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,71.0,98.0,0.0,0.0,64.0,74.0,98.0,98.73
171490,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 6:30:00,2018/7/7 6:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,89.0,81.0,0.0,0.0,56.0,89.0,81.0,100.0
178091,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 6:45:00,2018/7/7 7:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,101.0,85.0,0.0,0.0,57.0,103.0,85.0,98.78
184689,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 7:00:00,2018/7/7 7:15:00,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,116.0,76.0,0.0,0.0,68.0,119.0,76.0,98.86
191290,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 7:15:00,2018/7/7 7:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,107.0,61.0,0.0,0.0,79.0,108.0,61.0,99.6
197897,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 7:30:00,2018/7/7 7:45:00,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,139.0,61.0,0.0,0.0,47.0,149.0,61.0,96.11
204504,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 7:45:00,2018/7/7 8:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,108.0,74.0,0.0,0.0,55.0,108.0,74.0,100.0
211120,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 8:00:00,2018/7/7 8:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,102.0,95.0,0.0,0.0,70.0,103.0,95.0,99.63
217728,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 8:15:00,2018/7/7 8:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,72.0,89.0,0.0,0.0,95.0,72.0,89.0,100.0
224326,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 8:30:00,2018/7/7 8:45:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,70.0,74.0,0.0,0.0,68.0,71.0,74.0,99.53
230943,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 8:45:00,2018/7/7 9:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,72.0,75.0,0.0,0.0,67.0,73.0,75.0,99.53
237554,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 9:00:00,2018/7/7 9:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,93.0,96.0,0.0,0.0,104.0,93.0,96.0,100.0
244165,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 9:15:00,2018/7/7 9:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,112.0,110.0,0.0,0.0,111.0,112.0,110.0,100.0
250768,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 9:30:00,2018/7/7 9:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,151.0,96.0,0.0,0.0,117.0,153.0,96.0,99.45
257368,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 9:45:00,2018/7/7 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,123.0,107.0,0.0,0.0,113.0,124.0,107.0,99.71
263967,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 10:00:00,2018/7/7 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,127.0,112.0,0.0,0.0,125.0,127.0,112.0,100.0
270559,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 10:15:00,2018/7/7 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,115.0,101.0,0.0,0.0,132.0,117.0,101.0,99.43
277152,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 10:30:00,2018/7/7 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,148.0,104.0,0.0,0.0,144.0,149.0,104.0,99.5
283745,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 10:45:00,2018/7/7 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,143.0,115.0,0.0,0.0,140.0,143.0,115.0,99.75
290341,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 11:00:00,2018/7/7 11:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,147.0,74.0,0.0,0.0,111.0,148.0,74.0,99.7
296931,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 11:15:00,2018/7/7 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,115.0,119.0,0.0,0.0,123.0,115.0,119.0,100.0
303533,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 11:30:00,2018/7/7 11:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,114.0,112.0,0.0,0.0,129.0,116.0,112.0,99.44
310146,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 11:45:00,2018/7/7 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,120.0,123.0,0.0,0.0,112.0,122.0,123.0,99.44
316760,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 12:00:00,2018/7/7 12:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,133.0,133.0,0.0,0.0,126.0,134.0,133.0,99.75
323378,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 12:15:00,2018/7/7 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,108.0,144.0,0.0,0.0,148.0,108.0,144.0,100.0
329996,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 12:30:00,2018/7/7 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,107.0,118.0,0.0,0.0,120.0,107.0,118.0,100.0
336611,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 12:45:00,2018/7/7 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,93.0,147.0,0.0,0.0,139.0,93.0,148.0,99.74
343229,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 13:00:00,2018/7/7 13:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,102.0,133.0,0.0,0.0,121.0,103.0,133.0,99.72
349847,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 13:15:00,2018/7/7 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,118.0,120.0,0.0,0.0,105.0,119.0,120.0,99.71
356465,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 13:30:00,2018/7/7 13:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,120.0,133.0,0.0,0.0,110.0,122.0,133.0,99.45
363082,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 13:45:00,2018/7/7 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,109.0,120.0,0.0,0.0,106.0,110.0,120.0,99.7
369693,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 14:00:00,2018/7/7 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,110.0,127.0,0.0,0.0,99.0,111.0,127.0,99.7
376292,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 14:15:00,2018/7/7 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,108.0,87.0,0.0,0.0,115.0,109.0,87.0,99.68
382891,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 14:30:00,2018/7/7 14:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,122.0,108.0,0.0,0.0,120.0,124.0,108.0,99.43
389485,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 14:45:00,2018/7/7 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,74.0,97.0,0.0,0.0,98.0,76.0,97.0,99.26
396076,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 15:00:00,2018/7/7 15:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,93.0,104.0,0.0,0.0,90.0,95.0,104.0,99.31
402667,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 15:15:00,2018/7/7 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,83.0,98.0,0.0,0.0,126.0,83.0,98.0,100.0
409258,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 15:30:00,2018/7/7 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,80.0,124.0,0.0,0.0,104.0,82.0,124.0,99.35
415831,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 15:45:00,2018/7/7 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,87.0,106.0,0.0,0.0,101.0,87.0,106.0,100.0
422404,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 16:00:00,2018/7/7 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,83.0,135.0,0.0,0.0,98.0,86.0,135.0,99.06
428972,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 16:15:00,2018/7/7 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,56.0,126.0,0.0,0.0,110.0,57.0,126.0,99.66
435540,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 16:30:00,2018/7/7 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,70.0,155.0,0.0,0.0,119.0,70.0,155.0,100.0
442106,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 16:45:00,2018/7/7 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,88.0,117.0,0.0,0.0,101.0,99.0,117.0,96.53
448649,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 17:00:00,2018/7/7 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,85.0,116.0,0.0,0.0,121.0,86.0,116.0,99.69
455192,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 17:15:00,2018/7/7 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,64.0,106.0,0.0,0.0,139.0,66.0,106.0,99.36
461734,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 17:30:00,2018/7/7 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,58.0,122.0,0.0,0.0,104.0,61.0,122.0,98.95
468276,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 17:45:00,2018/7/7 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,56.0,94.0,0.0,0.0,112.0,56.0,94.0,100.0
474817,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 18:00:00,2018/7/7 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,71.0,86.0,0.0,0.0,109.0,71.0,86.0,100.0
481362,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 18:15:00,2018/7/7 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,65.0,101.0,0.0,0.0,118.0,65.0,101.0,100.0
487907,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 18:30:00,2018/7/7 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,63.0,121.0,0.0,0.0,124.0,73.0,121.0,96.86
494452,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 18:45:00,2018/7/7 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,98.0,105.0,0.0,0.0,121.0,98.0,105.0,100.0
500983,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 19:00:00,2018/7/7 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,56.0,103.0,0.0,0.0,117.0,57.0,103.0,99.64
507514,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 19:15:00,2018/7/7 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,78.0,133.0,0.0,0.0,96.0,80.0,133.0,99.35
