NO,DN,BEGIN_TIME,END_TIME,R001_001,R001_002,R001_003,R001_004,R001_005,R001_006,R001_007,R001_008,R001_009,R001_010,R001_011,R001_012,R001_014,R001_016,R001_018,R001_020,R001_022,R001_013,R001_015,R001_017,R001_019,R001_021,RATE
584538,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/2 22:30:00,2018/7/2 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,27.0,77.0,0.0,0.0,56.0,27.0,77.0,100.0
591133,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/2 22:45:00,2018/7/2 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,25.0,94.0,0.0,0.0,63.0,25.0,94.0,100.0
597725,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/2 23:00:00,2018/7/2 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,25.0,118.0,0.0,0.0,45.0,25.0,118.0,100.0
604314,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/2 23:15:00,2018/7/2 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,32.0,95.0,0.0,0.0,43.0,32.0,95.0,100.0
610900,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/2 23:30:00,2018/7/2 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,15.0,86.0,0.0,0.0,58.0,15.0,86.0,100.0
617486,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/2 23:45:00,2018/7/3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,21.0,78.0,0.0,0.0,61.0,22.0,78.0,99.38
0,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3,2018/7/3 0:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,28.0,88.0,0.0,0.0,63.0,28.0,88.0,100.0
6583,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 0:15:00,2018/7/3 0:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,26.0,95.0,0.0,0.0,49.0,26.0,95.0,100.0
13165,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 0:30:00,2018/7/3 0:45:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,22.0,88.0,0.0,0.0,48.0,23.0,88.0,99.37
19748,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 0:45:00,2018/7/3 1:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,23.0,85.0,0.0,0.0,66.0,23.0,85.0,100.0
26614,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 1:15:00,2018/7/3 1:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,28.0,95.0,0.0,0.0,52.0,28.0,95.0,100.0
33197,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 1:30:00,2018/7/3 1:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,27.0,89.0,0.0,0.0,57.0,27.0,89.0,100.0
39780,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 1:45:00,2018/7/3 2:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,11.0,76.0,0.0,0.0,51.0,11.0,76.0,100.0
46360,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 2:00:00,2018/7/3 2:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,23.0,90.0,0.0,0.0,47.0,23.0,90.0,100.0
52940,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 2:15:00,2018/7/3 2:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,41.0,94.0,0.0,0.0,58.0,41.0,94.0,100.0
59518,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 2:30:00,2018/7/3 2:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,14.0,94.0,0.0,0.0,38.0,14.0,94.0,100.0
66095,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 2:45:00,2018/7/3 3:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,17.0,67.0,0.0,0.0,37.0,17.0,67.0,100.0
72675,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 3:00:00,2018/7/3 3:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,18.0,72.0,0.0,0.0,33.0,18.0,72.0,100.0
79249,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 3:15:00,2018/7/3 3:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,19.0,82.0,0.0,0.0,27.0,20.0,82.0,99.22
85829,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 3:30:00,2018/7/3 3:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,19.0,63.0,0.0,0.0,33.0,19.0,63.0,100.0
92406,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 3:45:00,2018/7/3 4:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,23.0,74.0,0.0,0.0,58.0,23.0,74.0,100.0
98986,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 4:00:00,2018/7/3 4:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,12.0,76.0,0.0,0.0,42.0,12.0,76.0,100.0
105566,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 4:15:00,2018/7/3 4:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,13.0,64.0,0.0,0.0,56.0,13.0,64.0,100.0
112146,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 4:30:00,2018/7/3 4:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,21.0,76.0,0.0,0.0,46.0,21.0,76.0,100.0
118723,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 4:45:00,2018/7/3 5:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,12.0,66.0,0.0,0.0,53.0,12.0,66.0,100.0
125303,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 5:00:00,2018/7/3 5:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,13.0,82.0,0.0,0.0,52.0,13.0,82.0,100.0
131868,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 5:15:00,2018/7/3 5:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,18.0,64.0,0.0,0.0,48.0,18.0,64.0,100.0
138430,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 5:30:00,2018/7/3 5:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,22.0,69.0,0.0,0.0,43.0,22.0,69.0,100.0
144995,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 5:45:00,2018/7/3 6:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,28.0,71.0,0.0,0.0,56.0,28.0,71.0,100.0
151557,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 6:00:00,2018/7/3 6:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,26.0,50.0,0.0,0.0,58.0,26.0,50.0,100.0
158119,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 6:15:00,2018/7/3 6:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,39.0,78.0,0.0,0.0,60.0,39.0,78.0,100.0
164681,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 6:30:00,2018/7/3 6:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,60.0,72.0,0.0,0.0,73.0,60.0,72.0,100.0
171246,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 6:45:00,2018/7/3 7:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,31.0,63.0,0.0,0.0,81.0,31.0,63.0,100.0
177817,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 7:00:00,2018/7/3 7:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,32.0,103.0,0.0,0.0,72.0,32.0,103.0,100.0
184388,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 7:15:00,2018/7/3 7:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,34.0,83.0,0.0,0.0,78.0,35.0,83.0,99.49
190968,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 7:30:00,2018/7/3 7:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,28.0,79.0,0.0,0.0,65.0,28.0,79.0,100.0
197551,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 7:45:00,2018/7/3 8:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,56.0,66.0,0.0,0.0,45.0,56.0,66.0,100.0
204129,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 8:00:00,2018/7/3 8:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,49.0,103.0,0.0,0.0,56.0,49.0,103.0,100.0
210710,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 8:15:00,2018/7/3 8:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,56.0,108.0,0.0,0.0,67.0,56.0,108.0,100.0
217289,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 8:30:00,2018/7/3 8:45:00,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,54.0,95.0,0.0,0.0,67.0,62.0,95.0,96.43
223872,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 8:45:00,2018/7/3 9:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,42.0,82.0,0.0,0.0,108.0,45.0,82.0,98.72
230455,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 9:00:00,2018/7/3 9:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,58.0,88.0,0.0,0.0,103.0,58.0,88.0,100.0
237038,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 9:15:00,2018/7/3 9:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,63.0,67.0,0.0,0.0,95.0,65.0,67.0,99.12
243623,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 9:30:00,2018/7/3 9:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,56.0,73.0,0.0,0.0,100.0,56.0,73.0,100.0
250204,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 9:45:00,2018/7/3 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,60.0,81.0,0.0,0.0,93.0,61.0,81.0,99.57
256778,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 10:00:00,2018/7/3 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,45.0,69.0,0.0,0.0,116.0,47.0,69.0,99.14
263362,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 10:15:00,2018/7/3 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,45.0,103.0,0.0,0.0,105.0,45.0,103.0,100.0
269946,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 10:30:00,2018/7/3 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,73.0,94.0,0.0,0.0,108.0,73.0,94.0,100.0
276529,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 10:45:00,2018/7/3 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,66.0,96.0,0.0,0.0,136.0,66.0,96.0,100.0
283112,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 11:00:00,2018/7/3 11:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,54.0,103.0,0.0,0.0,132.0,54.0,103.0,100.0
289703,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 11:15:00,2018/7/3 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,77.0,97.0,0.0,0.0,118.0,80.0,97.0,98.98
296294,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 11:30:00,2018/7/3 11:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,50.0,108.0,0.0,0.0,136.0,50.0,108.0,100.0
302866,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 11:45:00,2018/7/3 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,56.0,85.0,0.0,0.0,134.0,56.0,85.0,100.0
309435,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 12:00:00,2018/7/3 12:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,72.0,88.0,0.0,0.0,105.0,72.0,88.0,100.0
316012,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 12:15:00,2018/7/3 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,62.0,102.0,0.0,0.0,103.0,66.0,102.0,98.52
322594,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 12:30:00,2018/7/3 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,56.0,94.0,0.0,0.0,79.0,56.0,94.0,100.0
329182,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 12:45:00,2018/7/3 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,40.0,84.0,0.0,0.0,112.0,41.0,84.0,99.58
335776,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 13:00:00,2018/7/3 13:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,61.0,82.0,0.0,0.0,117.0,61.0,82.0,100.0
342369,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 13:15:00,2018/7/3 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,79.0,87.0,0.0,0.0,106.0,79.0,87.0,100.0
348960,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 13:30:00,2018/7/3 13:45:00,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,61.0,62.0,0.0,0.0,88.0,64.0,62.0,98.6
355551,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 13:45:00,2018/7/3 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,57.0,64.0,0.0,0.0,90.0,58.0,64.0,99.53
362144,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 14:00:00,2018/7/3 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,43.0,61.0,0.0,0.0,101.0,44.0,61.0,99.51
368733,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 14:15:00,2018/7/3 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,54.0,68.0,0.0,0.0,102.0,54.0,68.0,100.0
375326,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 14:30:00,2018/7/3 14:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,65.0,77.0,0.0,0.0,118.0,65.0,77.0,100.0
381916,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 14:45:00,2018/7/3 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,72.0,89.0,0.0,0.0,103.0,73.0,89.0,99.62
388502,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 15:00:00,2018/7/3 15:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,79.0,119.0,0.0,0.0,115.0,79.0,119.0,100.0
395088,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 15:15:00,2018/7/3 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,85.0,121.0,0.0,0.0,105.0,87.0,121.0,99.36
401677,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 15:30:00,2018/7/3 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,79.0,108.0,0.0,0.0,102.0,80.0,109.0,99.31
408263,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 15:45:00,2018/7/3 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,79.0,96.0,0.0,0.0,97.0,79.0,96.0,100.0
414852,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 16:00:00,2018/7/3 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,73.0,88.0,0.0,0.0,100.0,74.0,88.0,99.62
421437,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 16:15:00,2018/7/3 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,92.0,102.0,0.0,0.0,74.0,93.0,102.0,99.63
428026,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 16:30:00,2018/7/3 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,107.0,87.0,0.0,0.0,61.0,109.0,87.0,99.22
434619,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 16:45:00,2018/7/3 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,98.0,72.0,0.0,0.0,78.0,99.0,72.0,99.6
441212,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 17:00:00,2018/7/3 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,61.0,69.0,0.0,0.0,65.0,63.0,69.0,98.98
447787,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 17:15:00,2018/7/3 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,52.0,42.0,0.0,0.0,69.0,53.0,42.0,99.39
454384,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 17:30:00,2018/7/3 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,55.0,71.0,0.0,0.0,46.0,56.0,71.0,99.42
460981,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 17:45:00,2018/7/3 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.0,48.0,0.0,0.0,50.0,45.0,48.0,100.0
467576,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 18:00:00,2018/7/3 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,47.0,53.0,0.0,0.0,51.0,48.0,53.0,99.34
474177,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 18:15:00,2018/7/3 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,34.0,63.0,0.0,0.0,36.0,35.0,63.0,99.25
480784,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 18:30:00,2018/7/3 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,44.0,86.0,0.0,0.0,55.0,44.0,87.0,99.46
487394,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 18:45:00,2018/7/3 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,33.0,77.0,0.0,0.0,37.0,35.0,77.0,98.66
493993,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 19:00:00,2018/7/3 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,45.0,65.0,0.0,0.0,39.0,54.0,65.0,94.3
500602,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 19:15:00,2018/7/3 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,51.0,69.0,0.0,0.0,60.0,57.0,69.0,96.77
507211,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 19:30:00,2018/7/3 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,56.0,85.0,0.0,0.0,81.0,56.0,85.0,100.0
513821,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 19:45:00,2018/7/3 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,36.0,71.0,0.0,0.0,73.0,36.0,71.0,100.0
520428,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 20:00:00,2018/7/3 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,41.0,68.0,0.0,0.0,76.0,41.0,68.0,100.0
527040,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 20:15:00,2018/7/3 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,42.0,66.0,0.0,0.0,94.0,42.0,66.0,100.0
533650,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 20:30:00,2018/7/3 20:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,48.0,65.0,0.0,0.0,70.0,50.0,65.0,98.92
540260,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 20:45:00,2018/7/3 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,64.0,62.0,0.0,0.0,48.0,69.0,62.0,97.21
546867,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 21:00:00,2018/7/3 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,65.0,82.0,0.0,0.0,53.0,65.0,82.0,100.0
553477,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 21:15:00,2018/7/3 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,47.0,110.0,0.0,0.0,34.0,48.0,110.0,99.48
560084,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 21:30:00,2018/7/3 21:45:00,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,40.0,89.0,0.0,0.0,72.0,45.0,89.0,97.57
566693,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 21:45:00,2018/7/3 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.0,107.0,0.0,0.0,50.0,45.0,107.0,100.0
