DN,BEGIN_TIME,END_TIME,R001_001,R001_002,R001_003,R001_004,R001_005,R001_006,R001_007,R001_008,R001_009,R001_010,R001_011,R001_012,R001_014,R001_016,R001_018,R001_020,R001_022,R001_013,R001_015,R001_017,R001_019,R001_021,RATE
527948,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 20:15,2018/7/5 20:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,87,68,64,0,0,87,68,65,0.9
534559,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 20:30,2018/7/5 20:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,47,63,0,0,60,48,63,0.9
541173,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 20:45,2018/7/5 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,47,66,0,0,44,47,66,0.9
547787,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 21:00,2018/7/5 21:15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,50,54,84,0,0,50,57,84,0.9
554394,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 21:15,2018/7/5 21:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51,42,60,0,0,51,43,60,0.9
561002,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 21:30,2018/7/5 21:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,43,74,0,0,38,43,74,0.9
567607,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 21:45,2018/7/5 22:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65,38,74,0,0,65,39,74,0.9
574215,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 22:00,2018/7/5 22:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,32,82,0,0,87,32,82,0.9
580817,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 22:15,2018/7/5 22:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,35,82,0,0,105,35,82,0.9
587422,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 22:30,2018/7/5 22:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67,44,71,0,0,67,45,71,0.9
594024,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 22:45,2018/7/5 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,20,67,0,0,72,20,67,0.9
600629,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 23:00,2018/7/5 23:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,19,71,0,0,46,19,71,0.9
607234,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 23:15,2018/7/5 23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,28,66,0,0,62,28,66,0.9
613836,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 23:30,2018/7/5 23:45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,34,28,73,0,0,34,30,73,0.9
620438,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 23:45,2018/7/6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,70,0,0,26,15,70,0.9
0,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6,2018/7/6 0:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,25,80,0,0,48,25,80,0.9
6607,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 0:15,2018/7/6 0:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,33,109,0,0,50,33,109,0.9
13208,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 0:30,2018/7/6 0:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,36,150,0,0,114,36,150,0.9
19809,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 0:45,2018/7/6 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,28,122,0,0,119,28,122,0.9
26713,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 1:15,2018/7/6 1:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,21,131,0,0,114,21,131,0.9
33306,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 1:30,2018/7/6 1:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,14,125,0,0,113,14,125,0.9
39902,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 1:45,2018/7/6 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,24,109,0,0,120,24,109,0.9
46498,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 2:00,2018/7/6 2:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,18,105,0,0,102,18,105,0.9
53091,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 2:15,2018/7/6 2:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,97,26,112,0,0,97,27,112,0.9
59681,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 2:30,2018/7/6 2:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,9,105,0,0,97,9,105,0.9
66281,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 2:45,2018/7/6 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,16,119,0,0,75,16,119,0.9
72878,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 3:00,2018/7/6 3:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,23,115,0,0,102,23,115,0.9
79475,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 3:15,2018/7/6 3:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35,93,0,0,100,35,93,0.9
86071,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 3:30,2018/7/6 3:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,34,109,0,0,102,34,109,0.9
92672,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 3:45,2018/7/6 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,51,101,0,0,61,51,101,0.9
99270,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 4:00,2018/7/6 4:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,25,106,0,0,112,25,106,0.9
105867,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 4:15,2018/7/6 4:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,26,101,0,0,125,26,101,0.9
112465,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 4:30,2018/7/6 4:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,22,134,0,0,91,22,134,0.9
119062,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 4:45,2018/7/6 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,36,113,0,0,96,36,113,0.9
125659,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 5:00,2018/7/6 5:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,78,118,0,0,96,78,118,0.9
132259,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 5:15,2018/7/6 5:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,27,125,0,0,111,27,125,0.9
138856,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 5:30,2018/7/6 5:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,23,113,0,0,109,23,113,0.9
145450,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 5:45,2018/7/6 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,32,128,0,0,106,32,128,0.9
152044,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 6:00,2018/7/6 6:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,34,149,0,0,108,34,149,0.9
158643,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 6:15,2018/7/6 6:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,44,149,0,0,123,44,149,0.94
165239,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 6:30,2018/7/6 6:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59,38,131,0,0,59,39,131,0.9
171836,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 6:45,2018/7/6 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,47,106,0,0,76,47,106,0.9
178438,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 7:00,2018/7/6 7:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,40,131,0,0,78,40,131,0.9
185044,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 7:15,2018/7/6 7:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58,51,120,0,0,58,52,120,0.9
191647,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 7:30,2018/7/6 7:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,70,110,0,0,82,70,110,0.9
198250,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 7:45,2018/7/6 8:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82,73,102,0,0,82,74,102,0.9
204859,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 8:00,2018/7/6 8:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,81,69,90,0,0,81,70,90,0.9
211471,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 8:15,2018/7/6 8:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,64,103,0,0,106,64,103,0.9
218070,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 8:30,2018/7/6 8:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,50,110,0,0,88,50,110,0.9
224663,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 8:45,2018/7/6 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,51,94,0,0,72,51,94,0.9
231256,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 9:00,2018/7/6 9:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,55,103,0,0,79,55,103,0.9
237842,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 9:15,2018/7/6 9:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,56,88,0,0,96,57,88,0.9
244426,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 9:30,2018/7/6 9:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93,87,103,0,0,93,88,103,0.9
251009,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 9:45,2018/7/6 10:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80,82,80,0,0,80,83,80,0.9
257590,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 10:00,2018/7/6 10:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55,68,87,0,0,55,69,87,0.9
264171,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 10:15,2018/7/6 10:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,53,82,0,0,47,53,82,0.9
270756,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 10:30,2018/7/6 10:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52,82,55,0,0,52,83,55,0.9
277340,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 10:45,2018/7/6 11:00,0,0,0,0,0,0,2,0,0,0,0,0,0,0,55,62,76,0,0,55,64,76,0.9
283928,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 11:00,2018/7/6 11:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,48,70,0,0,60,48,70,0.9
290527,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 11:15,2018/7/6 11:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,52,93,0,0,100,52,93,0.9
297123,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 11:30,2018/7/6 11:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,71,78,0,0,88,71,78,0.9
303689,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 11:45,2018/7/6 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,84,98,0,0,96,84,98,0.9
310244,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 12:00,2018/7/6 12:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,84,97,0,0,65,84,97,0.9
316834,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 12:15,2018/7/6 12:30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,92,59,87,0,0,92,61,87,0.9
323430,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 12:30,2018/7/6 12:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,85,58,86,0,0,85,59,86,0.9
330034,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 12:45,2018/7/6 13:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,79,76,115,0,0,79,77,115,0.9
336652,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 13:00,2018/7/6 13:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,53,104,0,0,61,53,104,0.9
343270,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 13:15,2018/7/6 13:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,56,97,0,0,60,56,97,0.9
349863,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 13:30,2018/7/6 13:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,67,103,0,0,81,67,103,0.9
356453,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 13:45,2018/7/6 14:00,0,0,0,0,0,0,2,0,0,0,0,0,0,0,87,72,82,0,0,87,74,82,0.9
363045,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 14:00,2018/7/6 14:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,61,100,0,0,69,61,100,0.9
369632,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 14:15,2018/7/6 14:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75,71,90,0,0,75,72,90,0.9
376216,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 14:30,2018/7/6 14:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,65,88,0,0,67,65,88,0.9
382803,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 14:45,2018/7/6 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,62,82,0,0,93,62,82,0.9
389388,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 15:00,2018/7/6 15:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,73,71,72,0,0,73,72,72,0.9
395971,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 15:15,2018/7/6 15:30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,74,80,90,0,0,74,82,90,0.9
402559,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 15:30,2018/7/6 15:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,94,100,0,0,89,94,100,0.9
409152,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 15:45,2018/7/6 16:00,0,0,0,0,0,0,5,0,0,0,0,0,0,0,80,67,82,0,0,80,71,83,0.9
415742,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 16:00,2018/7/6 16:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,50,71,0,0,86,50,71,0.9
422336,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 16:15,2018/7/6 16:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,69,86,0,0,100,70,86,0.9
428920,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 16:30,2018/7/6 16:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,77,84,0,0,109,77,84,0.9
435507,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 16:45,2018/7/6 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,54,72,0,0,94,54,72,0.9
442097,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 17:00,2018/7/6 17:15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,86,57,72,0,0,86,59,72,0.9
448690,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 17:15,2018/7/6 17:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82,56,75,0,0,82,57,75,0.9
455279,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 17:30,2018/7/6 17:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,44,64,0,0,83,44,64,0.9
461874,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 17:45,2018/7/6 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,52,73,0,0,80,52,73,0.9
468459,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 18:00,2018/7/6 18:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69,74,64,0,0,69,75,64,0.9
475052,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 18:15,2018/7/6 18:30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,59,97,71,0,0,59,100,71,0.9
481638,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 18:30,2018/7/6 18:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,89,71,0,0,96,89,71,0.9
488223,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 18:45,2018/7/6 19:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78,79,79,0,0,78,80,79,0.9
494812,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 19:00,2018/7/6 19:15,0,0,0,0,0,0,7,0,0,0,0,0,0,0,76,93,64,0,0,77,99,64,0.9
501398,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 19:15,2018/7/6 19:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,84,86,0,0,90,85,86,0.9
507993,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 19:30,2018/7/6 19:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,83,92,0,0,83,83,92,0.9
514582,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 19:45,2018/7/6 20:00,0,0,0,0,0,0,2,0,0,0,0,0,0,0,101,86,80,0,0,101,88,80,0.9
521168,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 20:00,2018/7/6 20:15,0,0,0,0,0,0,9,0,0,0,0,0,0,0,76,99,83,0,0,76,108,83,0.9
527763,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 20:15,2018/7/6 20:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93,87,110,0,0,93,88,110,0.9
534352,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 20:30,2018/7/6 20:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,95,152,0,0,118,95,152,0.94
540935,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 20:45,2018/7/6 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,75,114,0,0,108,75,114,0.9
547524,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 21:00,2018/7/6 21:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88,95,144,0,0,88,96,144,0.94
554113,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 21:15,2018/7/6 21:30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,109,54,105,0,0,109,55,106,0.9
560688,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 21:30,2018/7/6 21:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,42,104,0,0,95,42,104,0.9
567252,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 21:45,2018/7/6 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,66,84,0,0,76,66,84,0.9
573814,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 22:00,2018/7/6 22:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53,45,95,0,0,53,46,95,0.9
580395,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 22:15,2018/7/6 22:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,55,87,0,0,103,55,87,0.9
586976,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 22:30,2018/7/6 22:45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,87,59,103,0,0,87,62,103,0.9
593569,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 22:45,2018/7/6 23:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80,64,98,0,0,80,65,98,0.9
600159,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 23:00,2018/7/6 23:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,29,111,0,0,94,29,111,0.9
606751,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 23:15,2018/7/6 23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,18,92,0,0,73,18,92,0.9
613340,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 23:30,2018/7/6 23:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62,28,71,0,0,62,29,71,0.9
619929,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 23:45,2018/7/7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69,29,65,0,0,69,30,65,0.9
0,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7,2018/7/7 0:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,19,63,0,0,81,19,63,0.9
6583,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 0:15,2018/7/7 0:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56,20,61,0,0,56,21,61,0.9
13166,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 0:30,2018/7/7 0:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,27,76,0,0,59,27,76,0.9
19752,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 0:45,2018/7/7 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,12,77,0,0,53,12,77,0.9
26341,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 1:00,2018/7/7 1:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,23,59,0,0,55,23,59,0.9
32927,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 1:15,2018/7/7 1:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,18,63,0,0,54,18,63,0.9
39516,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 1:30,2018/7/7 1:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,15,76,0,0,47,15,76,0.9
46107,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 1:45,2018/7/7 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,14,77,0,0,59,14,77,0.9
52715,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 2:00,2018/7/7 2:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,23,81,0,0,55,23,81,0.9
59320,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 2:15,2018/7/7 2:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,26,80,0,0,47,26,80,0.9
65925,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 2:30,2018/7/7 2:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,15,84,0,0,71,15,84,0.9
72530,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 2:45,2018/7/7 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,16,82,0,0,71,16,82,0.9
79132,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 3:00,2018/7/7 3:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,14,68,0,0,44,14,68,0.9
85734,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 3:15,2018/7/7 3:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,17,89,0,0,49,17,89,0.9
92339,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 3:30,2018/7/7 3:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,14,64,0,0,47,14,64,0.9
98941,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 3:45,2018/7/7 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,17,65,0,0,50,17,65,0.9
105552,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 4:00,2018/7/7 4:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,26,79,0,0,43,26,79,0.9
112157,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 4:15,2018/7/7 4:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,29,78,0,0,44,29,78,0.9
118762,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 4:30,2018/7/7 4:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,23,76,0,0,54,23,76,0.9
125349,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 4:45,2018/7/7 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,26,74,0,0,43,26,74,0.9
131935,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 5:00,2018/7/7 5:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,30,68,0,0,48,30,68,0.9
138524,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 5:15,2018/7/7 5:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,24,63,0,0,48,24,63,0.9
145113,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 5:30,2018/7/7 5:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,29,70,0,0,51,29,70,0.9
151705,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 5:45,2018/7/7 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,32,86,0,0,51,32,86,0.9
158291,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 6:00,2018/7/7 6:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,41,86,0,0,54,41,86,0.9
164892,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 6:15,2018/7/7 6:30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,64,71,98,0,0,64,74,98,0.9
171490,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 6:30,2018/7/7 6:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,89,81,0,0,56,89,81,0.9
178091,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 6:45,2018/7/7 7:00,0,0,0,0,0,0,3,0,0,0,0,0,0,0,56,101,85,0,0,57,103,85,0.9
